"Ukazatel","IndicatorType","Šetření","ZJIST","Odvětví ekonomické činnosti","CZNACEMZDY","Institucionální sektory-Sektor II","ISEKTORMZDH.ISEKTOR2","Institucionální sektory-Sektor V","ISEKTORMZDH.ISEKTOR5","Roky","CasR","ČR, regiony, kraje-Stát","Uz0123vm.STAT","ČR, regiony, kraje-Region","Uz0123vm.REGION","ČR, regiony, kraje-Kraj","Uz0123vm.KRAJ","Hodnota"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2021","2021","Česko","CZ","","","","","106.0295237438"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2022","2022","Česko","CZ","","","","","103.680058703"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2023","2023","Česko","CZ","","","","","108.4073122922"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2024","2024","Česko","CZ","","","","","106.7752489301"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2017","2017","Česko","CZ","","","","","2295461.49320041"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2018","2018","Česko","CZ","","","","","2801325.04058923"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2019","2019","Česko","CZ","","","","","3654195.70344446"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2020","2020","Česko","CZ","","","","","4361120.78667417"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2021","2021","Česko","CZ","","","","","4663777.741561719"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2022","2022","Česko","CZ","","","","","8035742.686216471"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2023","2023","Česko","CZ","","","","","8375988.720596728"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","F - Stavebnictví","F","Celkem","0","","","2024","2024","Česko","CZ","","","","","7052698.897247849"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2018","2018","Česko","CZ","","","","","505863.54738881"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2019","2019","Česko","CZ","","","","","852870.662855236"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2020","2020","Česko","CZ","","","","","706925.08322971"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2021","2021","Česko","CZ","","","","","302656.954887549"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2022","2022","Česko","CZ","","","","","3371964.9446547516"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2023","2023","Česko","CZ","","","","","340246.034380257"
"Ostatní osobní náklady - meziroční rozdíl (tis. Kč)","390RROZ","ČR","0","F - Stavebnictví","F","Celkem","0","","","2024","2024","Česko","CZ","","","","","-1323289.8233488784"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2018","2018","Česko","CZ","","","","","122.0375531843"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2019","2019","Česko","CZ","","","","","130.4452589577"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2020","2020","Česko","CZ","","","","","119.345572613"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2021","2021","Česko","CZ","","","","","106.9398893012"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2022","2022","Česko","CZ","","","","","172.3011500871"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2023","2023","Česko","CZ","","","","","104.2341579076"
"Ostatní osobní náklady - meziroční index (%)","390I","ČR","0","F - Stavebnictví","F","Celkem","0","","","2024","2024","Česko","CZ","","","","","84.2013896211"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2017","2017","Česko","CZ","","","","","174472211.73362"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2018","2018","Česko","CZ","","","","","190240176.899735"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2019","2019","Česko","CZ","","","","","206157564.707091"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2020","2020","Česko","CZ","","","","","213093177.261738"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2021","2021","Česko","CZ","","","","","229227911.04064593"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2022","2022","Česko","CZ","","","","","244986896.87230194"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2023","2023","Česko","CZ","","","","","260547921.6786324"
"Mzdy včetně ostatních osobních nákladů (tis. Kč)","697A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2024","2024","Česko","CZ","","","","","273696042.0555716"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2018","2018","Česko","CZ","","","","","15767965.1661147"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2019","2019","Česko","CZ","","","","","15917387.8073558"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2020","2020","Česko","CZ","","","","","6935612.55464741"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2021","2021","Česko","CZ","","","","","16134733.7789076"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2022","2022","Česko","CZ","","","","","15758985.831656015"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2023","2023","Česko","CZ","","","","","15561024.806330469"
"Mzdy včetně ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","697RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2024","2024","Česko","CZ","","","","","13148120.376939211"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2018","2018","Česko","CZ","","","","","109.0375223707"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2019","2019","Česko","CZ","","","","","108.3669959032"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2020","2020","Česko","CZ","","","","","103.3642289889"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2021","2021","Česko","CZ","","","","","107.5716801384"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2022","2022","Česko","CZ","","","","","106.8748110822"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2023","2023","Česko","CZ","","","","","106.3517784033"
"Mzdy včetně ostatních osobních nákladů - meziroční index (%)","697I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2024","2024","Česko","CZ","","","","","105.0463347749"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2017","2017","Česko","CZ","","","","","165620881.495238"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2018","2018","Česko","CZ","","","","","180653797.699574"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2019","2019","Česko","CZ","","","","","194988764.336907"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2020","2020","Česko","CZ","","","","","199621296.531933"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2021","2021","Česko","CZ","","","","","214054481.20465812"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2022","2022","Česko","CZ","","","","","227723107.0279479"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2023","2023","Česko","CZ","","","","","240810407.723294"
"Mzdy bez ostatních osobních nákladů (tis. Kč)","348A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2024","2024","Česko","CZ","","","","","255385420.4023765"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2018","2018","Česko","CZ","","","","","15032916.2043359"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2019","2019","Česko","CZ","","","","","14334966.6373332"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2020","2020","Česko","CZ","","","","","4632532.19502529"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2021","2021","Česko","CZ","","","","","14433184.6727256"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2022","2022","Česko","CZ","","","","","13668625.823289767"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2023","2023","Česko","CZ","","","","","13087300.695346117"
"Mzdy bez ostatních osobních nákladů - meziroční rozdíl (tis. Kč)","348RROZ","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2024","2024","Česko","CZ","","","","","14575012.679082496"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2018","2018","Česko","CZ","","","","","109.0767034136"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2019","2019","Česko","CZ","","","","","107.9350485956"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2020","2020","Česko","CZ","","","","","102.3757944263"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2021","2021","Česko","CZ","","","","","107.2302830026"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2022","2022","Česko","CZ","","","","","106.3855826546"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2023","2023","Česko","CZ","","","","","105.7470235964"
"Mzdy bez ostatních osobních nákladů - meziroční index (%)","348I","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2024","2024","Česko","CZ","","","","","106.0524845321"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2017","2017","Česko","CZ","","","","","8851330.23838221"
"Ostatní osobní náklady (tis. Kč)","390A","ČR","0","G - Velkoobchod a maloobchod; opravy a údržba motorových vozidel","G","Celkem","0","","","2018","2018","Česko","CZ","","","","","9586379.20016105"
