"Ukazatel","IndicatorType","Odvětví ekonomické činnosti","CZNACEMZDY","Šetření","ZJIST","Kraje","Uz2","Roky","CasR","Hodnota"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2010","2010","6.6"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2011","2011","6.2"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2012","2012","6.2"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2013","2013","5.8"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2014","2014","6.5"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2015","2015","6"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2016","2016","6.4"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2017","2017","6.7"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2018","2018","6.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2019","2019","7.5"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2020","2020","6.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2021","2021","7"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Jihočeský kraj","CZ031","2022","2022","7.4"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2010","2010","8.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2011","2011","9.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2012","2012","10.1"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2013","2013","10.8"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2014","2014","11.7"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2015","2015","12.6"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2016","2016","12.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2017","2017","11.5"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2018","2018","12"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2019","2019","11.5"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2020","2020","11.6"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2021","2021","12.3"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Plzeňský kraj","CZ032","2022","2022","14.1"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2010","2010","2.8"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2011","2011","2.6"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2012","2012","2.2"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2013","2013","2"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2014","2014","2.3"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2015","2015","2.3"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2016","2016","2.5"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2017","2017","2.5"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2018","2018","2.4"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2019","2019","2"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2020","2020","2.1"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2021","2021","1.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Karlovarský kraj","CZ041","2022","2022","2"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2010","2010","8.6"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2011","2011","10.4"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2012","2012","9.3"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2013","2013","10"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2014","2014","10.5"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2015","2015","10"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2016","2016","10.5"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2017","2017","9.8"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2018","2018","9.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2019","2019","10.3"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2020","2020","9.2"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2021","2021","9.4"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Ústecký kraj","CZ042","2022","2022","8.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2010","2010","3.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2011","2011","3.9"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2012","2012","4.5"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2013","2013","4.7"
"Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob)","317AF","N - Administrativní a podpůrné činnosti","N","Pracovištní metoda","2","Liberecký kraj","CZ051","2014","2014","4.4"
